r_best,r_max,r_top,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.186545467376708984e+01,1.186545467376708984e+01,0.000000000000000000e+00,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.456850528717041016e+00,2.456850528717041016e+00,3.272727131843566895e-02,3.272727131843566895e-02,0.000000000000000000e+00,8.640263366699218750e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.082727241516113281e+01,1.082727241516113281e+01,0.000000000000000000e+00,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.183473110198974609e+00,2.183473110198974609e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.801697998046875000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.063454532623291016e+01,1.063454532623291016e+01,0.000000000000000000e+00,5.320000000000000000e+02,5.320000000000000000e+02,5.310000000000000000e+02,5.310000000000000000e+02,1.983597159385681152e+00,1.983597159385681152e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.771470336914062500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157636356353759766e+01,1.157636356353759766e+01,0.000000000000000000e+00,5.490000000000000000e+02,5.490000000000000000e+02,5.480000000000000000e+02,5.480000000000000000e+02,1.979982733726501465e+00,1.979982733726501465e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.708529357910156250e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.087636375427246094e+01,1.087636375427246094e+01,0.000000000000000000e+00,4.980000000000000000e+02,4.980000000000000000e+02,4.770000000000000000e+02,4.770000000000000000e+02,2.032555341720581055e+00,2.032555341720581055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.657919006347656250e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.128181838989257812e+01,1.128181838989257812e+01,0.000000000000000000e+00,5.320000000000000000e+02,5.320000000000000000e+02,5.090000000000000000e+02,5.090000000000000000e+02,2.058593750000000000e+00,2.058593750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.630068969726562500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.211818218231201172e+01,1.211818218231201172e+01,0.000000000000000000e+00,5.320000000000000000e+02,5.320000000000000000e+02,5.130000000000000000e+02,5.130000000000000000e+02,1.768727302551269531e+00,1.768727302551269531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.554625244140625000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.228727245330810547e+01,1.228727245330810547e+01,0.000000000000000000e+00,5.070000000000000000e+02,5.070000000000000000e+02,4.750000000000000000e+02,4.750000000000000000e+02,1.683878064155578613e+00,1.683878064155578613e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.456142578125000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.172545433044433594e+01,1.172545433044433594e+01,0.000000000000000000e+00,5.160000000000000000e+02,5.160000000000000000e+02,4.910000000000000000e+02,4.910000000000000000e+02,1.808671832084655762e+00,1.808671832084655762e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.418611450195312500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.208181858062744141e+01,1.208181858062744141e+01,0.000000000000000000e+00,4.440000000000000000e+02,4.440000000000000000e+02,3.650000000000000000e+02,3.650000000000000000e+02,1.548315525054931641e+00,1.548315525054931641e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.327144775390625000e+02
