r_best,r_max,r_top,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.186545467376708984e+01,1.186545467376708984e+01,0.000000000000000000e+00,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.456850528717041016e+00,2.456850528717041016e+00,3.272727131843566895e-02,3.272727131843566895e-02,0.000000000000000000e+00,8.902500915527343750e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.082727241516113281e+01,1.082727241516113281e+01,0.000000000000000000e+00,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.183473110198974609e+00,2.183473110198974609e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.772602539062500000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.063454532623291016e+01,1.063454532623291016e+01,0.000000000000000000e+00,5.320000000000000000e+02,5.320000000000000000e+02,5.310000000000000000e+02,5.310000000000000000e+02,1.983597159385681152e+00,1.983597159385681152e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.659341430664062500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157636356353759766e+01,1.157636356353759766e+01,0.000000000000000000e+00,5.490000000000000000e+02,5.490000000000000000e+02,5.490000000000000000e+02,5.490000000000000000e+02,1.979982733726501465e+00,1.979982733726501465e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.567077636718750000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.087636375427246094e+01,1.087636375427246094e+01,0.000000000000000000e+00,4.980000000000000000e+02,4.980000000000000000e+02,4.700000000000000000e+02,4.700000000000000000e+02,2.032555341720581055e+00,2.032555341720581055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.544270629882812500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.128181838989257812e+01,1.128181838989257812e+01,0.000000000000000000e+00,5.320000000000000000e+02,5.320000000000000000e+02,5.080000000000000000e+02,5.080000000000000000e+02,2.058593750000000000e+00,2.058593750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.469663085937500000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.211818218231201172e+01,1.211818218231201172e+01,0.000000000000000000e+00,5.320000000000000000e+02,5.320000000000000000e+02,5.120000000000000000e+02,5.120000000000000000e+02,1.768727302551269531e+00,1.768727302551269531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.348982543945312500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.228727245330810547e+01,1.228727245330810547e+01,0.000000000000000000e+00,5.070000000000000000e+02,5.070000000000000000e+02,4.730000000000000000e+02,4.730000000000000000e+02,1.684208631515502930e+00,1.684208631515502930e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.284453125000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.173090934753417969e+01,1.173090934753417969e+01,0.000000000000000000e+00,5.160000000000000000e+02,5.160000000000000000e+02,4.900000000000000000e+02,4.900000000000000000e+02,1.806798696517944336e+00,1.806798696517944336e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.212709350585937500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.206363677978515625e+01,1.206363677978515625e+01,0.000000000000000000e+00,4.480000000000000000e+02,4.480000000000000000e+02,3.620000000000000000e+02,3.620000000000000000e+02,1.558207750320434570e+00,1.558207750320434570e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.166920776367187500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.357272720336914062e+01,1.357272720336914062e+01,0.000000000000000000e+00,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,1.824428915977478027e+00,1.824428915977478027e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.006440734863281250e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161090946197509766e+01,1.161090946197509766e+01,0.000000000000000000e+00,5.480000000000000000e+02,5.480000000000000000e+02,5.380000000000000000e+02,5.380000000000000000e+02,1.889217376708984375e+00,1.889217376708984375e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.098968139648437500e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.084545421600341797e+01,1.084545421600341797e+01,0.000000000000000000e+00,5.490000000000000000e+02,5.490000000000000000e+02,5.350000000000000000e+02,5.350000000000000000e+02,2.154542446136474609e+00,2.154542446136474609e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190213134765625000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.089999961853027344e+01,1.089999961853027344e+01,0.000000000000000000e+00,5.460000000000000000e+02,5.460000000000000000e+02,5.260000000000000000e+02,5.260000000000000000e+02,2.070385217666625977e+00,2.070385217666625977e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.284592773437500000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189090919494628906e+01,1.189090919494628906e+01,0.000000000000000000e+00,5.370000000000000000e+02,5.370000000000000000e+02,4.900000000000000000e+02,4.900000000000000000e+02,1.845361590385437012e+00,1.845361590385437012e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.381760498046875000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.162181854248046875e+01,1.162181854248046875e+01,0.000000000000000000e+00,5.080000000000000000e+02,5.080000000000000000e+02,4.750000000000000000e+02,4.750000000000000000e+02,1.690862774848937988e+00,1.690862774848937988e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.474171508789062500e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.086909103393554688e+01,1.086909103393554688e+01,0.000000000000000000e+00,4.190000000000000000e+02,4.190000000000000000e+02,3.590000000000000000e+02,3.590000000000000000e+02,1.557847857475280762e+00,1.557847857475280762e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.563991455078125000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.115090942382812500e+01,1.115090942382812500e+01,0.000000000000000000e+00,4.150000000000000000e+02,4.150000000000000000e+02,3.100000000000000000e+02,3.100000000000000000e+02,1.502000451087951660e+00,1.502000451087951660e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650399169921875000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.264181804656982422e+01,1.264181804656982422e+01,0.000000000000000000e+00,4.950000000000000000e+02,4.950000000000000000e+02,4.100000000000000000e+02,4.100000000000000000e+02,1.486410737037658691e+00,1.486410737037658691e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.741730468750000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192909049987792969e+01,1.192909049987792969e+01,0.000000000000000000e+00,4.440000000000000000e+02,4.440000000000000000e+02,3.620000000000000000e+02,3.620000000000000000e+02,1.541887044906616211e+00,1.541887044906616211e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.835205932617187500e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.145090866088867188e+01,1.145090866088867188e+01,0.000000000000000000e+00,4.320000000000000000e+02,4.320000000000000000e+02,3.430000000000000000e+02,3.430000000000000000e+02,1.620436429977416992e+00,1.620436429977416992e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.927684814453125000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.086181831359863281e+01,1.086181831359863281e+01,0.000000000000000000e+00,3.740000000000000000e+02,3.740000000000000000e+02,2.700000000000000000e+02,2.700000000000000000e+02,1.527497172355651855e+00,1.527497172355651855e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.018982299804687500e+03
