r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
0.8576686403784032,0,1,[x5**2*(x2 - x5 - (x4 + x6**4)**2*(x1*x3**2 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,n2,x3,x2,n2,add,n2,n2,x6,x4,x5,x5",0.06907077844940113,0.06907077844940113,False
0.8572479282517503,0,1,[x5**2*(x2 - x5 - (x4 + x6**4)**2*(x1**2*x3**2 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,n2,mul,x1,x3,x2,n2,add,n2,n2,x6,x4,x5,x5",0.06844688908997323,0.06844688908997323,False
0.8558056943507526,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*(x1 - x3) - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,sub,x1,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07135697842242923,0.07135697842242923,False
0.8549029664833541,0,1,[x5**2*(x2 - x5 - (-x4 + x6**4)**2*(x1*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,x3,x2,n2,sub,n2,n2,x6,x4,x5,x5",0.06797301402336246,0.06797301402336246,False
0.8548708660746457,0,1,[x5**2*(x2 - x5 - (x4 + x6**8)**2*(x1*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,x3,x2,n2,add,n2,n2,n2,x6,x4,x5,x5",0.0682975419243552,0.0682975419243552,False
0.8547915447922146,0,1,[x5**2*(x2 - x5 - (x4 + x6**4)**2*(x1*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,x3,x2,n2,add,n2,n2,x6,x4,x5,x5",0.068664967662196,0.068664967662196,False
0.8546762958510387,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3**2 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,mul,x1,x3,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07246956028905094,0.07246956028905094,False
0.8546762958510387,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3**2 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,mul,x3,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07246956028905094,0.07246956028905094,False
0.8546762958510387,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3**2 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x3,mul,x1,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07246956028905094,0.07246956028905094,False
0.8546762958510387,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3**2 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,n2,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07246956028905094,0.07246956028905094,False
0.8544275514238959,0,1,[x5**2*(x2 - x5 - (x1*x3 - x2)*(x2 - x4 - x6**2)**2)**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,x3,x2,n2,sub,x2,add,n2,x6,x4,x5,x5",0.04727864404670547,0.04727864404670547,False
0.8543602413334768,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x2*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,mul,x3,x2,x2,n2,add,n2,x6,x4,x5,x5",0.07210649245779986,0.07210649245779986,False
0.8543602413334768,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x2*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,mul,x2,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07210649245779986,0.07210649245779986,False
0.8543602413334768,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x2*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,mul,x1,x2,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07210649245779986,0.07210649245779986,False
0.8543602413334768,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x2*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x2,mul,x1,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07210649245779986,0.07210649245779986,False
0.8542616023528534,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3*x5 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x5,mul,x1,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07177047446457498,0.07177047446457498,False
0.8542616023528534,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3*x5 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,mul,x1,x5,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07177047446457498,0.07177047446457498,False
0.8541666319314984,0,1,[x5**2*(x2 - x5 - (x4 + x5*x6**2)**2*(x1*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,x3,x2,n2,add,mul,n2,x6,x5,x4,x5,x5",0.06670680122424026,0.06670680122424026,False
0.8540236862764321,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3*x4 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x4,mul,x1,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07264040349202386,0.07264040349202386,False
0.8540236862764321,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3*x4 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,mul,x1,x4,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07264040349202386,0.07264040349202386,False
0.8540236862764321,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*x3*x4 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,mul,x4,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07264040349202386,0.07264040349202386,False
0.8539724219281878,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1*(-x3 + x4) - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,sub,x4,x3,x2,n2,add,n2,x6,x4,x5,x5",0.06927161104657548,0.06927161104657548,False
0.853145483616708,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1**2*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,mul,x1,x1,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07138311891862122,0.07138311891862122,False
0.853145483616708,0,1,[x5**2*(x2 - x5 - (x4 + x6**2)**2*(x1**2*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,mul,x1,x3,x2,n2,add,n2,x6,x4,x5,x5",0.07138311891862122,0.07138311891862122,False
0.8526526734547507,0,1,[x5**2*(x2 - x5 - (x1*x3 - x2)*(x3 + x4 + x6)**2)**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,x3,x2,n2,add,x3,add,x4,x6,x5,x5",0.05514792632764515,0.05514792632764515,False
0.8516376547856006,0,1,[x5**2*(x2 - x5 - (-x4 + x6**2)**2*(x1*x3 - x2))**2],"n2,mul,sub,sub,x2,mul,sub,mul,x1,x3,x2,n2,sub,n2,x6,x4,x5,x5",0.06939049073058555,0.06939049073058555,False
